2.049149270803545697e+00 3.453200957963969309e+00 2.627028524449527946e+00 3.752975764941378412e+00 2.519239705461824297e+00 3.421146697169001882e+00 2.012734129253646032e+00 3.887868172719473936e+00 2.243244209322276195e+00 4.248230626251072728e+00 4.074188590220188644e+00 2.684559979982842570e+00 4.317057477838146973e+00 2.580184801258221139e+00 3.555976551329711022e+00 3.723316414069202107e+00 3.735478624535315983e+00 3.438563411495567657e+00 3.819139619674006170e+00 3.378360022876751412e+00 2.624437017443522979e+00 3.364258650271661377e+00 2.309854875607663782e+00 3.887323062625107184e+00 2.484022018873320192e+00 3.967221904489562689e+00 2.633203460108664462e+00 3.519856305404632568e+00 3.698107306262510718e+00 3.164918144123534560e+00 2.968401486988847537e+00 2.860487560766371118e+00 3.580694166428367353e+00 3.050445024306548625e+00 2.553385044323706055e+00 3.077789891335430461e+00 3.607878181298255438e+00 2.811856591364026325e+00 3.131586002287675363e+00 3.178268873319988419e+00 2.635500071489848661e+00 3.171236059479554115e+00 3.314814483843294468e+00 2.837771661424077774e+00 2.890263082642264614e+00 2.819666857306262653e+00 3.182960394623963296e+00 2.271518444380897783e+00 3.795887546468401652e+00 2.916446239633971871e+00
1.774277378314174980e+00 3.558535146596942145e+00 2.232291185051735294e+00 4.109114678825949163e+00 2.385153771343845097e+00 2.820719672209556439e+00 1.737113977328890613e+00 4.123575084099931232e+00 2.164628605136871720e+00 4.509462238732203865e+00 4.372917430607592415e+00 2.278916824769223304e+00 4.652942301866938912e+00 1.838257098671938428e+00 3.527780877827909833e+00 3.902109274109975434e+00 4.041244838416529817e+00 3.830468887011144297e+00 3.964080161982048267e+00 4.135795481721218358e+00 1.990920396026975681e+00 3.685569886644452620e+00 2.371020199926661576e+00 4.222031790571241672e+00 2.173644436650032485e+00 4.103630247277712861e+00 2.332684979991390684e+00 3.700022320360952133e+00 4.083207117006520726e+00 3.252809974012722538e+00 2.991621893085471218e+00 3.376377086555171214e+00 4.102992522679080878e+00 3.401495464183792450e+00 2.093617971079189566e+00 3.394177574414489307e+00 3.701903607926916973e+00 2.882977536151013265e+00 2.901192544999442013e+00 3.568077100903974674e+00 4.038630167562137885e+00 1.841373977647752902e+00 4.503515456849958909e+00 1.648813035090796131e+00 3.810380562154233708e+00 1.580106181145672251e+00 4.016756213829057565e+00 3.693055179120896536e+00 4.592310635651993600e+00 4.243865886516907437e+00
3.670072237257082204e+00 1.756344361228243223e+00 4.477535122132013434e+00 1.996720302655226265e+00 4.415060034545213341e+00 1.542471730966916255e+00 4.115803385990307817e+00 2.598058754833882489e+00 3.950391955301011837e+00 2.241795511919497219e+00 2.141761246424850107e+00 3.921790756707995040e+00 2.966734498360151129e+00 3.383346969601610965e+00 2.021048803854518461e+00 1.779477066593939893e+00 2.007978965182061870e+00 1.583995916112474811e+00 2.003923049489164221e+00 1.607156593310536286e+00 1.928140362654806594e+00 4.471136565478563085e+00 1.872630261326843959e+00 4.198236375969399248e+00 1.867979944196194397e+00 3.762225438982944148e+00 1.555541569639373067e+00 4.095027307501346137e+00 4.056894707030020975e+00 4.246627645960518116e+00 3.703456619184481102e+00 2.617632044531156943e+00 4.173600184614093322e+00 1.880909923706827191e+00 3.121670477828826229e+00 2.295095838490639917e+00 3.826392822427814977e+00 1.922189355319193549e+00 3.542345857721274527e+00 3.872763127530576721e+00 3.937587849036020771e+00 1.693932210264263993e+00 4.119383780533003581e+00 1.753498227285123834e+00 4.219173292494458494e+00 1.614736959881399425e+00 4.361291179781959571e+00 3.284690316850931158e+00 4.059468115607582916e+00 4.362479982657464284e+00
3.449222596914261807e+00 2.153615446596437000e+00 3.492494553701990689e+00 2.534751857709868883e+00 3.818078725118625005e+00 2.024441194902861785e+00 3.455787997254469168e+00 2.650123847324599158e+00 3.925631919782744728e+00 3.018368199588170153e+00 3.338849264376734460e+00 3.127905935718762187e+00 3.719135157718821638e+00 2.683547703602017442e+00 3.137381002118833528e+00 3.191993195857829146e+00 3.669969261989316500e+00 3.322644662627950662e+00 3.820018502491867807e+00 2.955250828135724817e+00 3.388940284699633043e+00 3.429705452266555099e+00 3.661613297919961596e+00 2.734936882628547394e+00 3.346175654301829283e+00 2.668730788743322702e+00 2.951684622041839567e+00 2.987913694828255196e+00 2.816631352770897490e+00 3.309096063744068950e+00 3.089453579635321745e+00 3.346339789310334378e+00 3.817123757796412775e+00 3.116177743292846802e+00 2.359202005431376481e+00 3.314945238592617027e+00 3.477826852487391651e+00 2.975275299173356203e+00 2.854233191082992782e+00 3.485033871497209557e+00 3.873720493001880261e+00 2.176668954609209283e+00 4.070697424572502499e+00 2.237563042764630250e+00 4.051777134501178601e+00 1.988212122116446379e+00 4.059163209883911883e+00 3.626294428362529576e+00 3.838610522546181514e+00 4.174177086752812293e+00
2.125340009147148823e+00 3.460687319965658038e+00 3.265074741833762673e+00 3.588546806922947141e+00 2.828186056214845756e+00 2.880300732574280431e+00 2.219587736401639866e+00 3.911537443131213543e+00 2.430750467387205127e+00 3.991470684993059237e+00 2.345489412576527322e+00 3.851086023317205509e+00 3.226801145800736403e+00 3.158863506888444750e+00 2.205249179564948925e+00 1.836121608935320060e+00 2.016761748870647963e+00 1.616004300764669610e+00 2.070336759502202639e+00 1.956976305675244054e+00 2.163733962400404387e+00 3.735310401270972136e+00 1.680299127811344162e+00 3.989721493392388574e+00 2.277487583146779571e+00 3.712988148825714596e+00 2.212558874740229165e+00 3.733745757407986865e+00 3.725023870848678698e+00 3.599459194890434865e+00 3.536761106965473633e+00 2.519558048287316776e+00 4.016111819881407641e+00 2.012452960386426959e+00 2.852225405002045910e+00 2.358062730183183575e+00 3.773359330492902952e+00 2.125291866259056750e+00 3.358311468438325065e+00 3.614888990523875023e+00 3.372288953614327234e+00 2.133492204864036346e+00 3.558393311348081234e+00 2.151000168500108334e+00 3.597356955443756998e+00 2.139253303805695339e+00 3.969068194400982019e+00 2.729838159657864693e+00 3.928427573036773257e+00 3.620858708647265001e+00
1.712318783706510805e+00 3.877507315924609621e+00 2.215318032492796352e+00 4.011649418650281795e+00 2.086378365045016725e+00 3.224635324984022500e+00 1.627924968325690447e+00 4.077173194003744783e+00 2.236845350884077543e+00 4.364966531747188405e+00 2.878337014654273496e+00 3.347823162049131440e+00 3.476123737232169830e+00 2.702564217560461390e+00 2.594815504154099894e+00 2.411328751303412066e+00 2.683290540313267414e+00 2.311394902958884945e+00 3.166029443092758022e+00 2.829754790388949282e+00 3.403132673311731082e+00 2.480261018735494094e+00 2.929688638733475958e+00 2.400004484857998222e+00 3.719247889313704647e+00 2.449842469362813802e+00 3.677370527755664753e+00 2.593470046754644542e+00 2.273116639944387618e+00 2.715738487930126066e+00 3.344134366345625775e+00 2.762807072621062954e+00 3.950487167700052815e+00 2.529213243785668475e+00 2.490116494186502827e+00 2.705490587404276503e+00 3.746852190292524920e+00 2.628025877630649543e+00 2.976555404814495098e+00 3.594288533339313307e+00 3.846528159302156080e+00 1.909529202031640782e+00 3.906513135027862127e+00 2.022076713496058886e+00 3.817376582313962263e+00 2.009350928926212809e+00 4.130049669802329682e+00 3.481214051060108172e+00 4.059872854275751841e+00 3.891107647804101344e+00
2.853206263305545054e+00 2.484510853345536230e+00 3.475856031515489164e+00 3.027377091581942459e+00 3.506078271423171078e+00 2.051680229203557637e+00 2.954427886432820838e+00 3.210252482043731703e+00 3.340810966753546385e+00 3.534151727979944813e+00 2.969021706691072460e+00 3.582379976522552134e+00 3.753854877539245294e+00 2.563607966415311967e+00 2.665217564314279475e+00 2.516454109548158513e+00 2.999621973299377409e+00 2.533087284375559634e+00 2.748940530431149387e+00 2.836015996498279179e+00 1.899484689918624847e+00 4.233142993573546065e+00 2.376822984023397645e+00 4.254591034798352212e+00 1.941376017190266756e+00 3.934322834802332025e+00 1.860259445693480007e+00 3.852499950259644645e+00 4.068920236366168730e+00 3.763534350689401453e+00 2.505859413859652829e+00 4.159049760251487093e+00 3.615686118461630461e+00 3.396768866516782559e+00 1.676339507769443404e+00 4.073158114641571181e+00 2.912178428602694158e+00 3.013390103658900365e+00 2.220240345397027415e+00 3.211187600724219493e+00 4.034519806609498715e+00 1.664431666699826895e+00 4.397485127633752100e+00 1.568084598396370932e+00 4.003640994011261611e+00 1.555579873062613139e+00 4.126111696941962670e+00 3.601102246274447527e+00 4.344024193708840187e+00 4.319412665884085456e+00
2.565305512713883296e+00 2.767362989639941429e+00 3.473784933907187344e+00 3.199691539958495312e+00 3.519222228502676852e+00 2.182621264363175495e+00 2.741644528064211439e+00 3.668881872723896098e+00 2.780250482473494156e+00 3.707213281546499317e+00 3.562059414894905629e+00 2.987701972690789187e+00 4.207281917943168636e+00 2.600326224755936888e+00 2.765102025984932155e+00 2.827859917151831937e+00 2.905305997206094837e+00 2.436834327888178997e+00 3.058526659183953722e+00 2.607399811048037197e+00 1.794397655057694996e+00 4.138798943806977881e+00 1.739722708957453401e+00 4.387755266834085788e+00 1.883003205723468021e+00 4.128737655542186857e+00 1.828279810402047678e+00 4.070784312142182060e+00 4.264758844001582894e+00 3.925993814649429314e+00 4.089695658142295187e+00 1.938477563973159068e+00 4.489821626117359799e+00 1.762195072714206168e+00 3.585306966190518363e+00 1.712623444578128318e+00 4.375481464135464016e+00 1.810216325772563195e+00 4.096656196251645454e+00 4.125540006944388161e+00 3.905257547984916311e+00 1.857058647782236838e+00 4.153147988146090874e+00 1.835918637607900417e+00 4.040374350982308016e+00 1.676601448631713343e+00 4.229697757608546382e+00 3.311278171203397847e+00 4.380326386253340587e+00 4.160835264573122139e+00
1.175621994564081119e+00 8.864729249425047364e-01 7.637466025507003708e-01 5.442191093455990281e-01 4.196111227263223942e-01 2.556972611331800316e-01 1.762492159732385599e-01 1.697679280786117406e-01 1.724858875182939677e-01 2.143006481287894616e-01 1.036796989337235964e+00 8.003345180848839835e-01 6.985155759983273649e-01 4.242107463934768896e-01 3.121471879573489705e-01 1.946477106418565695e-01 1.695588542755592787e-01 1.561781308802007162e-01 1.793853230190257109e-01 2.130462053104746067e-01 1.074221200083629535e+00 9.949822287267405807e-01 5.502822496341208680e-01 5.906334936232490174e-01 3.290821660045996078e-01 2.751411248170604340e-01 1.603596069412502600e-01 1.595233117290403568e-01 1.864938323228099437e-01 1.894208655655446327e-01 1.112899853648337878e+00 7.750365879155342030e-01 7.367760819569307840e-01 4.409366506376751205e-01 3.058749738657746131e-01 2.042651055822705397e-01 1.628684925778799975e-01 1.507422120008362898e-01 1.752038469579761670e-01 2.122099100982646758e-01 9.885009408321137059e-01 6.429019443863683847e-01 6.362115826886891590e-01 3.589797198411038837e-01 3.253188375496550155e-01 1.672590424419820310e-01 1.645410830022998039e-01 1.591051641229354052e-01 1.846121680953376476e-01 3.073384904871419576e-01
3.638701562182998561e+00 1.692497463988638762e+00 4.031795496043822702e+00 2.305676607831203206e+00 4.254047474132684137e+00 1.756023534185433110e+00 3.950805437208358750e+00 2.683140596469872019e+00 3.813747210387502751e+00 2.747705416920267929e+00 4.077321972002434514e+00 2.749133698518969382e+00 4.418153783728951289e+00 2.437719618583891190e+00 3.439074863055386455e+00 3.709758571718401399e+00 3.902446743761411874e+00 3.576076283221748753e+00 3.788192331101643440e+00 3.092497463988638451e+00 2.013601136133089664e+00 4.426260904848853706e+00 2.384134712923513977e+00 4.441322783526070239e+00 1.737845404747413225e+00 4.292010549807263153e+00 1.623980523432744905e+00 4.112298640697910734e+00 4.386171637248934552e+00 4.005372286467843601e+00 3.212586731588557676e+00 3.290841955771961924e+00 3.938048285656319702e+00 2.997013593020896760e+00 2.572619192533982524e+00 3.180807466017447904e+00 3.733966321769121688e+00 2.605534591194968552e+00 3.379931020490971605e+00 3.593702576587542996e+00 3.430107526881720492e+00 2.382073442889024228e+00 4.099914790018258870e+00 2.164917833231892796e+00 3.853398255224183444e+00 1.880787177926557030e+00 3.831454656116859425e+00 3.017756137147494577e+00 4.127068370866301628e+00 4.061935483870967367e+00
